Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country,latitude,longitude
砂拉越德教会紫霞阁,Pertubuhan Meninggikan Akhlak Che Hia Khor Sarawak,Che Hia Khor Moral Uplifting Society Sarawak,"No.30, Jalan Ellis, 93000 Kuching, Sarawak. P.O.Box 675, 93714 Kuching, Sarawak.",Sarawak,宗教,372,Malaysia,1.546711,110.358407
新光湾水月宫理事会,J/K Pengurusan Tokong Swee Guk Kung,The Management Com. Of The Siniawan Swee Guk Kong Temple,"No. 93/94, Taman Siniawan, 94000 Bau, Kuching, Sarawak.",Sarawak,宗教,373,Malaysia,1.4414561,110.2270488
胜兴境庙,,Sing Hing King Association,"Lot 13, Sarikei Land District(Block 59), Sg. Murudu, Sarikei, Sarawak. P.O.Box 52, 96100 Sarikei, Sarawak.",Sarawak,宗教,373,Malaysia,2.1304716,111.5250922
诗巫桃源宫八仙府公会,"Persatuan Tao Yuan Gong Ba Xian Fu, Sibu",Sibu Tao Yuan Gong Ba Xian Fu Association,"22-B, Jalan Mubibah, 96000 Sibu, Sarawak.",Sarawak,宗教,373,Malaysia,2.3063637,111.8422286
西天福德万福师母（观音堂）,"Pertubuhan Penyokong Kuil Sithian Hock Teck Shu Moo,(Kuan Yin Tong) Bintulu",,"Chin Lee Garden, Bintulu, Sarawak.",Sarawak,宗教,373,Malaysia,3.175509,113.046269
泗里街佛教正信会,Persatuan Penganut Agama Buddha,,"Lot 324, Nyelong By Pass, Sarikei, Sarawak.",Sarawak,宗教,373,Malaysia,2.1141625,111.5325953
盛明佛堂,,,"933-934 Jln Nangka 1, Pujut 1A, 98000 Miri, Saraswak.",Sarawak,宗教,373,Malaysia,4.4234247,114.0186287
乌鲁蒂佛教居士林,,Marudi Buddist Society,"Lot 169A, Jalan Tuanku Taha, 98050 Marudi, Baram, Sarawak.",Sarawak,宗教,373,Malaysia,4.181427,114.3217724
第十二区鹅江联谊会,"Jawatankuasa Perhubungan Kawasan 12, Seberang Sungai, Bandar Sibu, Rejang",,"49A, Jalan Lanang, 96000 Sibu, Sarawak. P.O.Box 1204, 96008 Sibu, Sarawak.",Sarawak,体育联谊,374,Malaysia,2.278618,111.8380853
大老山中华俱乐部,Kelab Rekreasi Tiong Hua Trusan,,"P.O.Box 45, 98857 Lawas, Sarawak",Sarawak,体育联谊,374,Malaysia,4.82119,115.4273951
老越中华俱乐部,Kelab Rekreasi Chung Hua Lawas,,"P.O.Box 45, 98857 Lawas, Sarawak.",Sarawak,体育联谊,374,Malaysia,4.821115,115.4274384
老越华人慈善信托委员会,Lembaga Amanah Khairat Tiong Hua Lawas,,"P O Box 45, 98857 Lawas, Sarawak.",Sarawak,慈善福利,379,Malaysia,4.821115,115.4273518
古晋艺声闽剧社,,"Yi Sing Fukien Dramatic Association, Kuching ","43A, Song Kheng Hai Recreation Ground, 93100 Kuching, Sarawak,",Sarawak,体育联谊,374,Malaysia,1.5539919,110.3550109
丽华花园联谊会,Persatuan Masyarakat Taman Li Hua Sibu Sarawak,,"128G, Lanang Road, 96000 Sibu Sarawak.",Sarawak,体育联谊,374,Malaysia,2.2718159,111.8429708
林梦乒乓总会,,Limbang Table Tennis Association,"L.D.C. P.O.Box 98708 Limbang, Sarawak.",Sarawak,体育联谊,374,Malaysia,4.755082,115.0081459
林梦篮球总会,Persatuan Bola Keranjang Limbang,Limbang Basketball Association,"P.O.Box 135, 98707 Limbang, Sarawak.",Sarawak,体育联谊,374,Malaysia,4.754982,115.0081459
古晋和顺武术社,Kelab Kebudayaan Jasmani Ho Soon,Ho Soon Physical Cultural Club,"No.22, Lorong 2, Off Jalan Sungai Maong Baharu, 93150 Kuching, Sarawak.",Sarawak,体育联谊,374,Malaysia,1.5354168,110.3345951
古晋象棋公会,,Kuching Chinese Chess Association,"P11-1-2C, First Floor, Chonglin Park Jalan Tabuan, 93100 Kuching, Saeawak.",Sarawak,体育联谊,374,Malaysia,1.5444104,110.3481179
龙虎国术健身会,Persatuan Loon Fu ,Loon Fu Body Building Association,"No.96 Nyelong Park, 96100 Sarikei, Sarawak.",Sarawak,体育联谊,375,Malaysia,2.1226433,111.5294048
美里气功健身协会,,Miri Kee Kung Body-Building Association,"12, Top Floor, Kiat Siang Building, Jalan Bendahara, 98000 Miri, Sarawak.",Sarawak,体育联谊,375,Malaysia,4.393544,113.9862521
美里荣利武术体育会,Pertubuhan Seni Mempertahankan Diri Weng Lee Miri,Miri Weng Lee Martial Art Society,"S/Lot 4699(151)Golden Villa, Jalan Maigold Kuala Baram 98000 Miri, Sarawak.",Sarawak,体育联谊,375,Malaysia,4.489574,114.0108733
美里太极协会,Persatuan Thai Chi Miri,Miri Tai Chi Physical Culture,"Lot 1465, Block 5, Jalan Jee Foh, Lorong 9, 98000 Miri, Sarawak. P.O.Box 608, 98007 Miri, Sarawak.",Sarawak,体育联谊,375,Malaysia,4.4218833,114.0037516
美里国术健身学院,Persatuan Tinju Dan Kebudayaan Cina Miri,Chinese Boxing And Cultural Association Miri,"3 Miles Jalan Pujut, 98000 Miri, Sarawak. P.O.Box 829, 98008 Miri, Sarawak.",Sarawak,体育联谊,375,Malaysia,4.4285134,114.0162925
林梦业余排球总会,,Limbang Amateur Volleyball Association,"Lot 1414, Industrial Area, Kabong Road, 98700 Limbang, Sarawak.",Sarawak,体育联谊,375,Malaysia,1.8040279,111.1190129
林梦中华俱乐部,,Limbang Chinese Union,"24, Main Bazaar, 98700 Limbang. Sarawak.",Sarawak,体育联谊,375,Malaysia,1.5590498,110.346579
林梦象棋公会,,Limbang Chinese Chess Association,"P.O.Box 135, 98700 Limbang, Sarawak.",Sarawak,体育联谊,375,Malaysia,4.6275395,114.9516869
美里廉律康乐俱乐部,,Miri Riam Road Social & Recreation Club,"Lot 3032, 1st Floor, Morsjaya Commercial Centre, 90000 Miri, Sarawak.",Sarawak,体育联谊,375,Malaysia,4.353701,113.988006
砂拉越中区友谊协会,,Sarawak Central Friendship Association,"No.4, Lorong Merak Drive 33, 96000 Sibu, Sarawak.",Sarawak,体育联谊,376,Malaysia,2.3106864,111.8348672
诗巫拳术健身协会,Persatuan Seni Mempertahankan Diri (Quan Shu) Sibu,Sibu Martial Art (Quan Shu) Association,"5A-D, 3rd Floor, Wisma Teo Chong Loh, Jalan Lanang Road, 96000 Sibu, Sarawak.",Sarawak,体育联谊,376,Malaysia,2.2849966,111.8328779
诗巫工商会馆,Persatuan Sosial Dan Rekreasi Kung Siong Sibu,,"24, 3rd Floor, Jalan Chengal 96000 Sibu, Sarawak.",Sarawak,体育联谊,376,Malaysia,2.2851003,111.8344222
诗巫少林（共家）健身协会,,Sibu Sau Lim(Hong Ka)Physical Art Association,"11A, Jalan Maludan Barat, 96000 Sibu, Sarawak.",Sarawak,体育联谊,376,Malaysia,2.2654608,111.8560073
诗巫省华乐社,Pertubuhan Muzik Cina Bahagian Sibu,"Chinese Musical Society, Sibu Division","26A, Oya Road, 96000 Sibu, Sarawak.",Sarawak,体育联谊,376,Malaysia,2.2996857,111.8383936
民都鲁遥控船俱乐部,Kelab Bor Kawalan Radio Bintulu,Bintulu Radio Control Boat Club,"1st Floor, Sublot 84, Lot 3370 Parkcity Commerce Aquare, 97000 Bintulu, Sarawak.",Sarawak,体育联谊,376,Malaysia,3.181518,113.0389459
民都鲁海洋俱乐部,Kelab Marina Bintulu Sarawak,Bintulu Marina Club Sarawak,"2nd Floor, No.135, Taman Sri Dagang, 97000 Bintulu, Sarawak.",Sarawak,体育联谊,376,Malaysia,3.1692839,113.0433044
美里武术协会,,Wushu Association of Miri,"Lot 233, Sublot 2958, Block 5, Lorong 10, Krokop, 98000 Miri, Sarawak.",Sarawak,体育联谊,376,Malaysia,4.424973,114.00311
伴督华人信托委员会,,"Pantu Chinese Charitable Trust Board Pantu Benevolent Society Cemetery, Sri Aman","No. 10, Pasar Pantu, 95000 Sri Aman, Sarawak.",Sarawak,慈善福利,377,Malaysia,1.2383523,111.4614047
泗里街大联（音乐）歌友会,Pertubuhan Muzik Dan Nyanyian Da Lian Sarikei,,"No.228, Jalan Jong Kong, 96100 Sarikei, Sarawak.",Sarawak,体育联谊,377,Malaysia,2.114395,111.5251509
诗巫武术体育会,,Sibu Gymnastic Association,"6B Lorong 2, Jalan Ling Wen Shun, 96000 Sibu, Sarawak.",Sarawak,体育联谊,377,Malaysia,2.301028,111.8257555
斯里诗巫康乐协会,,Sri Sibu Recreation Association,"P.O.Box 1507, 96008 Sibu, Sarawak.",Sarawak,体育联谊,377,Malaysia,2.310033,111.8400412
巴甘公义山管理委员会,,Bakam Fah Ngui Ngee San Centenary Charitable Trust Board,"Lot 596, Sg. Rait Bakam, 98000 Miri, Sarawak. P.O.Box 2363, 98008 Miri, Sarawak.",Sarawak,慈善福利,377,Malaysia,4.3351415,113.9702517
石山业余音乐体育会,,Amateur Athletic & Music Association Batu Niah,"P.O.Box 89, 98208 Batu Niah, Sarawak.",Sarawak,体育联谊,377,Malaysia,3.802987,113.7553189
石山华人慈善信托委员会,,The batu Nian Chinese Charitable Trust Board,"Lot 489, Batu Nian, Sarawak.",Sarawak,慈善福利,381,Malaysia,3.802887,113.7553189
潮州墓山,,,"Lot 59, Blk 45, 9th mile, Jalan Batu Kitang",Sarawak,慈善福利,378,Malaysia,1.4664863,110.3172897
古晋福建公会 都吉当义山 峇,,Kuching Hockien Association Batu Kttang Road Cemetery,"Lot 306-307, Jalan Batu Kitang, Kuching, Srawak.",Sarawak,慈善福利,378,Malaysia,1.4663863,110.3172897
尖山义文宫三保庙理事会义山管理小组,,Management Committee of Ngee Boon Kiung San Poh Temple Stapok Committee of Cemetery,"265, Jalan Stapok, Batu Kawa, 93250 Kuching, Sarawak.",Sarawak,慈善福利,378,Malaysia,1.5349263,110.3268502
华人慈善信托委员会,,"Chinises Charitable Trust Board Bintulu, Sarawak","Lot 2149, Jalan Main Bazzar, 97000 Bintulu Sarawak.",Sarawak,慈善福利,378,Malaysia,1.558784,110.3471104
古晋成邦江路慈善社寒鸟义山,,Kuching Simanggang Road Benevolent Society,"Lot 80, Siburan Bazar, 17 miles Kuching/ Serian Road, Kuching, Sarawak. c/o 31, Siburan Bazaar, Kuching Serian Road, 94200 Saeawak, Sarawak.",Sarawak,慈善福利,378,Malaysia,1.361876,110.403451
古晋新安同人互助社,Pertubuhan Faedah Bersama Syn Onn Kuching,"Syn Onn Mutual Aid Society, Kuching","Lot 1914, Batu 5 1/2, Jalan Penrissen, 93250 Kuching, Sarawak.",Sarawak,慈善福利,378,Malaysia,1.491008,110.3311642
达岛华人义山,,Tatau Chinese Cemetery Bintulu,"No. 26, Main Bazaar, 77200 Tatau, Bintulu, Sarawak.",Sarawak,慈善福利,378,Malaysia,1.5590098,110.3466434
马当慈善社,Persatuan Faedah Bersama Matang,Matang Road Mutual Benefit Society,"No. 279, 8th Mile, Matang Road, 93050 Kuching, Sarawak.",Sarawak,慈善福利,379,Malaysia,1.573914,110.277608
马当华人义山公会,Persatuan Matang Area Burial Ground,,"Lot 544, 8th Mile, Matang Road, 93050 Kuching, Sarawak.",Sarawak,慈善福利,379,Malaysia,1.573814,110.277608
雷州公会义山,Persatuan Lui Chui Sarawak Cemetery Land,,"Lot 1450, Block 226, KNLD, 4 1/2 Mile, Penrissen Road, Kuching, Sarawak.",Sarawak,慈善福利,379,Malaysia,1.5051999,110.333811
三、六、七省高阳许氏公会义山,"Persatuan Klan Koh Yang Hii KOh, Bahagian Ketiga, Keenam Dan Ketujuh Cemetery, Sibu",,"No. 30, Lane 1, Brooke Drive, 96000 Sibu, Sarawak.",Sarawak,慈善福利,379,Malaysia,2.2918519,111.8280902
美里廉律义山公会,"Persatuan Ghee San Riam Road, Miri",The Miri Riam Ghee San Association,"Lot 3920, Jalan Riam, Riam, 98000 Miri, Sarawak. P.O.Box 1894, 98007 Miri, Sarawak.",Sarawak,慈善福利,379,Malaysia,4.3473941,114.0027526
美里华人慈善信托委员会义山小组,,Miri Chinese Charitable Trust Board Cemetery Committee,"Lot 2373, Boulevard Commerical, Center, 98000 Miri, Sarawak.",Sarawak,慈善福利,379,Malaysia,4.4125964,114.0107311
林梦华人慈善信托会,,Limbang Chineses Charitable Trust Board,"Lot 904, Jalan Buangsiol, 98700 Limbang, Sarawak.",Sarawak,慈善福利,379,Malaysia,4.757684,115.0069695
老越华人义山委员会,,Management Committee of The Lawas Chinese Cemetery,"P O Box 38, 98857 Lawas, Sarawak.",Sarawak,慈善福利,379,Malaysia,4.8612565,115.406759
砂拉越客属公会义山管理委员会,,Sarawak Hakka Community Association Cemetery Management Committee,"No. 34-36, 1st Floor, Jalan Gold Jade, 93150 Kuching, Sarawak.",Sarawak,慈善福利,380,Malaysia,1.544954,110.331891
砂拉越云南善堂,Sarawak Hun Nam Siang Tang,,"Lot 136-138, Section 60, Jalan Sekama, 93300 Kuching Sarawak.",Sarawak,慈善福利,380,Malaysia,1.547637,110.3653874
砂拉越古晋西连路廿九哩华人慈善信托会义山,,"Chinese Charitable Trust Board Cemetery, 29th Mile, Kuching Serian Road, Sarawak","c/o No.1, 29th Mile Bazaaiz, Kuching Serian Road, 94700 Serian, Sarawak.",Sarawak,慈善福利,380,Malaysia,1.280691,110.441115
西连民众中学,,Serian Public Secondary School,"Jolan Bukit Ensuna, Off 39th Mile, Kuching/Serian Road, 94700 Serian, Sarawak. PO BOX 37, 94707 Serian, Sarawak.",Sarawak,独立中学,416,Malaysia,1.280591,110.441115
砂罗越彭城刘氏公会墓园,,Sarawak Pan Chen Lau' s Clan Association Cemetery ,"No.8, Jalan Tapang Timur, 96000 Sibu, Sarawak.",Sarawak,慈善福利,380,Malaysia,2.3190917,111.8322863
砂罗越屏南公会义山,,Sarawak Pinang Association Cemetery Seduan Land District Block 006,"Lot 047838, Bukit Temedak, Aup, Sibu, Sarawak.",Sarawak,慈善福利,380,Malaysia,2.2535222,111.8495418
诗巫光远慈善社,,Sibu Kwong Yuen Benevolent Association Cemetery,"10, Central Road, 96000 Sibu, Sarawak.",Sarawak,慈善福利,380,Malaysia,2.289127,111.8280289
烧炭岗长生社,,The Sebuku Chinese TS Ching Sen(Burial) Association,"C/O Chop Lian Kee, 19 Jalan Ong Guan Cheng, 94000 Bau, Sarawak.",Sarawak,慈善福利,380,Malaysia,1.4151132,110.1545068
诗巫兴化莆仙公会墓园,,"Hin Hua Poo Sen Association Cemetery, Sibu","No.1-3, Jalan Wong Nai Siong, 96000 Sibu, Sarawak.",Sarawak,慈善福利,381,Malaysia,2.2897974,111.8273807
武梭华侨慈善社,,Buso Hua Keow Benevolent,"No.7 Peka Buso 94000 Bau, Sarawak.",Sarawak,慈善福利,382,Malaysia,1.4372012,110.1809782
粤海亭义山,,Wak Hai Teng Cemetery,"11/2 Mile, Jalan Tun Haji Openg, Kuching, Sarawak.",Sarawak,慈善福利,382,Malaysia,1.5410635,110.3407999
西连华人慈善托管委员会,,Serian Chinese Charitable Trust Board,"Lembaga Amanah Serian, 12 Pekan Serian, 94700 Serian, Sarawak.",Sarawak,慈善福利,382,Malaysia,1.172728,110.563879
永秀山庄,,Yun Siew Grave Yard-Kong Ho Ann Benevolent Society,"Lot 341, Durin Ferry Point, Bukit Tinyal, Sarawak.",Sarawak,慈善福利,382,Malaysia,2.111078,111.9936571
张氏公会墓园,,The Sarawak Zhang' s Clan Association,"39-43, 3rd Floor Upper Lanang 12C, Pusat Suria Permali, Sibu, Sarawak.",Sarawak,慈善福利,382,Malaysia,2.2634197,111.8435505
泗里街华人妇女会,"Persatuan Wanita Cina, Sarikei",,"178, Jalan Nyelong, 96100, Sarikei, Sarawak.",Sarawak,青年妇女,383,Malaysia,2.1319719,111.5233782
民都鲁华人妇女会,"Persatuan Wanita Cina, Bintulu",Bintulu Chinese Women Association,"No.5 Bintulu Town Extension Centre, P.O Box 406, 97008 Bintulu, Sarawak.",Sarawak,青年妇女,383,Malaysia,3.1741615,113.0383411
美里华人妇女会,,Miri Chinese Women Association,"Lot 674, Jalan Permaisuri, 98000 Miri, Sarawak.",Sarawak,青年妇女,383,Malaysia,4.40096,113.988746
砂拉越诗巫基督教青年会,"Persatuan Pemuda Kristian, Sibu",Y.M.C.A. Sibu Sarawak,"P.O.Box 1363, 50, Jalan Sie Poi Kieng, 96008 Sibu, Sarawak.",Sarawak,青年妇女,383,Malaysia,2.3021402,111.8318886
担波罗里福建会馆,Persatuan Hokkien Tamparuli,,"P.O.Box 76, 89257 Tamparuli, Sabah.",Sabah,地缘,384,Malaysia,6.1342629,116.2663829
斗亚兰县客家公会,Persatuan Hakka Daerah Tuaran,,"P.O.Box 29, 89257 Tamparuli, Sabah.",Sabah,地缘,385,Malaysia,6.1342129,116.2664329
担波罗里众福堂人寿会,Persatuan Chung Fook Tong Tamparuli,,"P.O.Box 139, 89257 Tamparuli, Sabah.",Sabah,慈善福利,404,Malaysia,6.1341629,116.2663829
斗亚兰华人妇女会,Persatuan Wanita Cina Tuaran Sabah,Tuaran Chinese Wemon Association Sabah,P.O.Box 98. Tamparuli 89257 Sabah.,Sabah,青年妇女,408,Malaysia,6.1342129,116.2663329
沙巴中华大会堂,Gabungan Persatuan Cina Sabah,The Federation Of Chinese Associations Sabah,"11A Wisma Pendidikan, Jalan Padang, P.O.Box 19902, 88871 Kota Kinabalu, Sabah.",Sabah,综合,384,Malaysia,5.9783929,116.0761583
沙巴亚庇华人同乡会馆联合会,"rsotuan Masyarakat Cina Bersekutu Sabah Di Kota
 Kinabalu",The United Sabah Chinese Communities Association Of Kota Kinabalu,"11th Floor, Wisma Pendidikan, Jalan Balai Polis, 88000 Kota Kinabalu, Sabah.",Sabah,地缘,387,Malaysia,5.9782929,116.0761583
保佛海南会馆,Persatuan Hainan Beaufort,Beaufort Hainan Association,"No. 52, Chung Street, P.O.Box 12, 89807 Beaufort, Sabah.",Sabah,地缘,384,Malaysia,5.345168,115.745112
保佛福建会馆,Persatuan Hokkien Beaufort Sabah,,"P.O.Box 740, 89809 Beaufort, Sabah.",Sabah,地缘,384,Malaysia,5.345158451,115.7451414
保佛客家公会,Persatuan Hakka Beaufort,,"P.O.Box 992, 89808 Beaufort, Sabah.",Sabah,地缘,384,Malaysia,5.345133451,115.7451596
保佛中华商会,,Beaufort Chinese Chamber Of Commerce,"P.O.Box 112, 89807 Beaufort, Sabah.",Sabah,业缘,391,Malaysia,5.345102549,115.7451596
保佛龙末龙华庙,Persatuan Penganut Agama Buddha Lung Hwa Beaufort,,"P.O.Box 833, 89807 Beaufort, Sabah.",Sabah,宗教,397,Malaysia,5.345077549,115.7451414
保佛乐龄协会,Beaufort District Senior Citizens' s Association,,"P.O.Box 90, 89807 Beaufort, Sabah.",Sabah,体育联谊,401,Malaysia,5.345068,115.745112
保佛福寿互助会,Persatuan Faedah Persama Fook Shu Beaufort,,"P.O.Box 1195, 89808 Beaufort, Sabah.",Sabah,慈善福利,403,Malaysia,5.345077549,115.7450826
保佛乡联益寿会,"Persatuan Faedah Bersama Hiong Len Yit Shu Beaufort, Sabah",,"Dewan Persatuan Hakka Beaufort, Peti Surat 712, 89808, Beaufort, Sabah.",Sabah,慈善福利,403,Malaysia,5.345102549,115.7450644
保福佛堂墓园,,BCCA Beaufort Graveyard,"P.O.Box No.33, 89807 Beaufort, Sabah.",Sabah,慈善福利,404,Malaysia,5.345133451,115.7450644
保佛华人佛女会,Persatuan Wanita Cina Beaufort,,"P.O.Box 23, 89807 Beaufort, Sabah.",Sabah,青年妇女,408,Malaysia,5.345158451,115.7450826
古打毛律中华公会,,Chung Hwa Association Kota Belud,"P.O.Box 54, 89157 Kota Belud, Sabah.",Sabah,综合,384,Malaysia,6.353298,116.4278768
古打毛律中华工商会,Dewan Perniagaan Dan Perindustrian Tiong Hua Kota Belud Sabah,Kota Belud Chinese Chamber Of Commerce,"Lot 5 Blok A, Bangunan Seri Rangan, P.O.Box 74z 89157 Kota Belud, Sabah",Sabah,业缘,392,Malaysia,6.353248,116.4279268
古打毛律中华义山（1），（2）&（3）,"Kuburan Cina (1),(2) & (3) Kota Belud",,"P.O.Box 66, 89157 Kota Belud, Sabah.",Sabah,慈善福利,405,Malaysia,6.353198,116.4278768
古打毛律华人妇女会,,Kota Belud Chinese Women Association,"P.O.Box 20, 89157 Kota Belud, Sabah.",Sabah,青年妇女,408,Malaysia,6.353248,116.4278268
吧巴福建会馆,"Persatuan Hokkien Paper, Sabah","Hokkien Association, Papar Sabah","P.O.Box 105, 89608, Papar, Sabah.",Sabah,地缘,384,Malaysia,5.734678,115.9318508
吧巴中华商会,,Papar Chinese Chamber Of Commerce,"P.O.Box 209, 89608 Papar, Sabah.",Sabah,业缘,391,Malaysia,5.734659174,115.9318899
吧巴广福宫（天后宫）,Pertubuhan Buddha Kong Hock Papar,,"P.O.Box 16, 89607 Papar, Sabah.",Sabah,宗教,397,Malaysia,5.734616874,115.9318995
沙巴吧巴佛教会,Persatuan Penganut Buddha Papar Sabah,,"P.O.Box 347,89608 Papar, Sabah.",Sabah,宗教,399,Malaysia,5.734582952,115.9318725
真佛宗吧巴安慧同修会,Persatuan Jen Foo Chung An Fui Tong Xiu Sei Parpo,,"P.O.Box 158, 89608, Papar, Sabah.",Sabah,宗教,400,Malaysia,5.734582952,115.9318291
吧巴基督教墓园（巴色会/圣公会/真耶稣教会）,,The Christian Cemetery Papar,"P.O.Box 93, 89608 Pa par, Sabah.",Sabah,慈善福利,403,Malaysia,5.734616874,115.9318021
吧巴中华义山,"Perkuburan Cina Papar Batu 8Z Kampong Lingan, Papar",,"P.O.Box 209, 89608 Papar Sabah.",Sabah,慈善福利,403,Malaysia,5.734659174,115.9318117
丹南福建会馆,Persatuan Hokkien Tenom,,"P.O.Box 116, 89907 Tenom, Sabah.",Sabah,地缘,384,Malaysia,5.1228938,115.9436677
丹南中华商会,,Tenom Chinese Chamber Of Commerce,"P.O.Box 22, 89907 Tenom, Sabah.",Sabah,业缘,391,Malaysia,5.122879155,115.9437031
丹南大伯公庙,Persatuan Dewan Tai Pak Kung Tenom,,"P.O.Box 22, 89907 Tenom, Sabah.",Sabah,宗教,397,Malaysia,5.1228438,115.9437177
丹南安达湾华人义山,"Kuburan Cina Kg. Entabuan, Tenom",,"P.O.Box 134, 89907 Tenom, Sabah.",Sabah,慈善福利,404,Malaysia,5.122808445,115.9437031
丹南珍达玛达中华义山,Kuburan Chung Hwa Yee San Tenom,,"P.O.Box 59, 89907 Tenom, Sabah.",Sabah,慈善福利,404,Malaysia,5.1227938,115.9436677
丹南中华商会义山小组,Dewan Perniagaan Tionghua (AJK Perkuburan Tenom),,"P.O.Box 22, 89907 Tenom, Sabah.",Sabah,慈善福利,404,Malaysia,5.122808445,115.9436323
丹南华人妇女会,Persatuan Wanita Cina Tenom,,"P.O.Box 53, 89907 Tenom, Sabah.",Sabah,青年妇女,408,Malaysia,5.1228438,115.9436177
沙巴华人妇女总会,Persatuan Wanita Cina Sabah,"Chinese Wemon Association, Sabah","P.O.Box 53, 89907 Tenom, Sabah.",Sabah,青年妇女,409,Malaysia,5.122879155,115.9436323
丹南客家公会,Persatuan Hakka Tenom,,"P.O.Box 342, 89908 Tenom, Sabah.",Sabah,地缘,384,Malaysia,5.1247814,115.9444858
丹南雷藏寺同修会,"Persatuan Penganut Buddha Rey Tsang Shih Tenom, Sabah",,"P.O.Box 291, Tenom, Sabah.",Sabah,宗教,397,Malaysia,5.1247564,115.9445291
丹南佛教会,Persatua Buddhist Tenom,,"P.O.Box 170, 89908 Tenom, Sabah.",Sabah,宗教,397,Malaysia,5.1247064,115.9445291
丹南黄氏太极学会,Persatuan Tai Chi Huang Tenom,,"P.O.Box 212, 89908 Tenom, Sabah.",Sabah,体育联谊,401,Malaysia,5.1246814,115.9444858
文那纳华人义山,,Chinese Cemetery Melalap,"P.O.Box 27, Tenom, Sabah",Sabah,慈善福利,407,Malaysia,5.1247064,115.9444425
丹南崇正中学,,Tenom Tshung Tsin Secondary School,"Keningau Road, Mile 1, 89900 Tenom, Sabah. P.O.Box 156, 89908 Tenom, Sabah.",Sabah,独立中学,417,Malaysia,5.1247564,115.9444425
斗湖潮州公会,Persatuan Teo Chew Tawau,,"P.O.Box 384, 91007 Tawan, Sabah.",Sabah,地缘,384,Malaysia,5.978889867,116.0753199
吧巴腾南堂,Thin Nam Tong Papar,,"P.O.Box 188, 89608 Paper, Sabah.",Sabah,宗教,397,Malaysia,5.978814867,116.0753632
西里丹绒浸信会,Persatuan Penganut Geraja Baptist Sri Tanjung,Sri Tanjung Baptist Church Of Tawau,"P.O.Box 1257, 91037 Tawauz Sabah.",Sabah,宗教,400,Malaysia,5.978814867,116.0752766
斗湖四邑公会,,Tawau Sye Yap Resident Association,"P.O.Box 858, 91008 Tawau, Sabah",Sabah,地缘,385,Malaysia,4.244701,117.8911861
斗湖海南会馆,"Persatuan Hai Nam, Tawau",,"P.O.Box 61021, 91020 Tawau, Sabah",Sabah,地缘,385,Malaysia,4.244700039,117.8911959
斗湖客家公会,,Tawau Hakka Association,"P.O.Box 354, 91007 Tawau, Sabah",Sabah,地缘,385,Malaysia,4.244697194,117.8912052
斗湖福建会馆,Persatuan Hokkien Tawau,,"P.O.Box 389, 91007 Tawau, Sabah",Sabah,地缘,385,Malaysia,4.244692573,117.8912139
斗湖江忧堂黄氏公会,,Wong Kong Ha Thong Association Tawau,"P.O.Box 707, 91008 Tawau, Sabah",Sabah,血缘,389,Malaysia,4.244686355,117.8912215
斗湖林西河堂,,Lim Se Ho Tong Society,"P.O.Box 60954, 91019 Tawau, Sabah. TE 3116, Batu 4 1/2 Jalan Sin On Tawau, Sabah.",Sabah,血缘,389,Malaysia,4.244678779,117.8912277
斗湖雅寄杨氏福利会,,"The Yongs of Nga-Khi Welfare Association, Tawau","P.O.Box 2063, 91045 Tawau, Sabah.",Sabah,血缘,389,Malaysia,4.244670134,117.8912323
斗湖曾氏宗亲会,,Tawau Residency Tsen Clan Association,"P.O.Box 60506, 91015 Tawau, Sabah.",Sabah,血缘,389,Malaysia,4.244660755,117.8912351
沙巴斗湖李氏宗亲会,,Lee Kinship Association Sabah (Tawau Branch),"P.O.Box 60979, 91019 Tawau, Sabah.",Sabah,血缘,389,Malaysia,4.244651,117.8912361
斗湖彭氏宗亲会,Persatuan Klan Pang Tawau,,"P.O.Box 943, 91008, Tawau, Sabah",Sabah,血缘,389,Malaysia,4.244641245,117.8912351
斗湖张氏（清河堂）公会,Persatuan Klan Zhang (Ching Ho Thong) Tawau,,"P.O.Box 566z 91007 Tawau, Sabah.",Sabah,血缘,389,Malaysia,4.244631866,117.8912323
斗湖建筑业同业公会,,Tawau Building Contractors & Afficiates Association,"P.O. Box 62497, 91034 Tawau, Sabah",Sabah,业缘,391,Malaysia,4.244623221,117.8912277
斗湖省娱乐商公会,"Persatuan Pengusaha Pusat Rekreasi, Tawau",,"P.O.Box 826, 91008 Tawau, Sabah.",Sabah,业缘,391,Malaysia,4.244615645,117.8912215
斗湖教车同业公会,,Tawau Driving Tutors Association,"P.O.Box 62492, 91034 Tawau, Sabah.",Sabah,业缘,391,Malaysia,4.244609427,117.8912139
斗湖罗厘同业公会,Persatuan Pemandu Dan Pemilik Lori Daerah Tawau,,"P.O.Box 2063, 91045 Tawau, Sabah.",Sabah,业缘,391,Malaysia,4.244604806,117.8912052
斗湖摄影协会,,Tawua Photographic Society,"P.O.Box 62035, 91030 Tawau, Sabah.",Sabah,业缘,391,Malaysia,4.244601961,117.8911959
斗湖饮食同业公会,Persatuan Peniaga-Peniaga Makanan Dan Minumam Tawau,,"P.O.Box 62070, 91034 Tawau, Sabah.",Sabah,业缘,391,Malaysia,4.244601,117.8911861
