Name_CH,Name_ML,Name_EN,Location,Region,Category,PageNumber,Country
泗里街彭城刘氏公会,"Persatuan Klan Pan Chen Lau, Sarikei",Sarikei Pan Chen Laus Clan Association,"17, Jalan Jubli Mutiara, 96100 Sarikei, Sarawak. P.O.Box 120, 96107 Sarikei, Sarawak.",Sarawak,血缘,361,Malaysia
古晋码头工友产业公会,,The Kuching Wharf Labourers Assciation,"No. 22, Tingkat 1, Carpenter Street, 93000 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
古晋华人渔船公会,Persatuan Kolak Pengankap Ikan Kuching,Kuching Fishing Kolak Association,"P.O.Box 1139, 93712 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
古晋省拖纲渔船公会,Persatuan Kapal Pukat Tunda Bahagian Kuching,Kuching Division Trawlers' Association,"P.O.Box 1139, 93712 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
晋汉省建筑商公会,Persatuan Kontraktor Binaan Dan Kejuruteraan Bahagian Kuching Dan Samarahan,Kuching Samarahan Division Building & Civil Engineering Contractors Association,"2nd Floor, Lot 493 Jalan Ang Cleeng Ho, Lorong 11A, 93100 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
晋汉省屠业公会,Persatuan T'  oo Nyap Bahagian Kuching Dan Samarahan,,"Lot 818, Sungai Hoping Road, 93450 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
古晋五金商公会,,Kuching Hardware Merchants' Association,"169 Padungan Road, 93100 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
晋汉省贩商联合会,Persatuan Penjaja Dan Peniaga Bahagian Kuching Dan Samarahan,,"2nd Floor, Lot 231, Padungan Road, Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
古晋省咖啡商公会,Persatuan Keoai Kopi,Kuching Coffee Shop Association,"No 37, 1st Floor, Jalan Petanak, 93100 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
峇都中华商会,,Chinese Chamber of Commerce Matu,"1, Old Bazaar, Matu, Sarawak.",Sarawak,业缘,362,Malaysia
第三六七省舯舡公会,"Persatuan Tong Kang Bahagian 3, 6, 7","3, 6th & 7th Division Tong Kang Assocoation","P.O. Box 1443, 4th Floor, Wisma Chinese Chamber of Commerce & Industry Jalan Chamber, 96008 Sibu, Sarawak.",Sarawak,业缘,362,Malaysia
林梦咖啡酒餐商公会,,Limbang Restaurant & Cafe Association,"53, Jalan Buangsiol, 98700 Limbang, Sarawak.",Sarawak,业缘,362,Malaysia
晋汉省储蓄业公会,Persatuan Perternak Bintang Peliharan Bhg Kuching Sarawak,Kuching & Samarahan Division Livestock Breaders Association,"No.119, 1st Floor Kota Sentosa, 7th Miles Jalan Penrissen, 93250 Kuching, Sarawak.",Sarawak,业缘,362,Malaysia
民丹莪车辆修理同业公会,Persatuan Pembaiki Automobil Bintangor,Bintangor Automobil Repairer Association,"21A, Jalan Ted Kui Ngok, 96500 Bintangor, Sarawak.",Sarawak,业缘,363,Malaysia
马拉端种植人公会,Persatuan Kebajikan & Sosial Pekebun Meradong,,"17, Janlan Mahkamah 96507 Bintangor, Sarawak.",Sarawak,业缘,363,Malaysia
美里省药商公会,Persatuan Perniagaan Ubat Bahagian Miri,Miri Drug Merchants' Association,"Lot 1815, 2nd Floor, Lorong 6, Krokop, 98000 Miri, Sarawak. P.O.Box1488, 98008 Miri, Sarawak.",Sarawak,业缘,363,Malaysia
美里罗厘车主公会,Persatuan Pemilik Lori Miri,Miri Lorry Owner' s Association,"Lot 1410, Miri Pujut Road, 98000 Miri, Sarawak. P.O.Box 868, 98000 Miri, Sarawak.",Sarawak,业缘,363,Malaysia
美里店员互助社,,Miri Shop Workers Associaion,"Lot 653, Nahkoda Gampar Road, 98000 Miri, Sarawak.",Sarawak,业缘,363,Malaysia
美里渔业公会,Persatuan Perusahan Ikan Miri,The Miri Fishery Association,"1st Floor, No.2, Jalan Bendahara, 98000 Miri, Sarawak.",Sarawak,业缘,363,Malaysia
美里中华工商总会,,Miri Chinese Chamber of Commerce and Industry,"28, High Street, 98000 Miri, Sarawak.",Sarawak,业缘,363,Malaysia
林梦中华商会,,Chinese Chamber of Commerce Limbang,"Lot 316, 3rd Floor, Bank Street, 98700 Limbang, Sarawak.",Sarawak,业缘,363,Malaysia
林梦小贩联公会,,Limbang United Hawkers Association,"Ang Ching Hong Buiding, Jalan Bangkita, Limbang, Sarawak.",Sarawak,业缘,363,Malaysia
美里手机同业公会,Persatuan Pengedar Telefon Bimbit Miri,Miri Mobile Phone Dealer' s Association,"P.O.Box 916, No. 10, Jalan Parry 98008 Miri, Sarawak.",Sarawak,业缘,363,Malaysia
美里养牲公会,Persatuan Penternak Dan Ayam Itik,Miri Animal And Poultry Breders Association,"P.O.Box 917, 98008 Miri Sarawak.",Sarawak,业缘,363,Malaysia
马中贸易进出口商会,"Persatuan Pengimport Dan Pengekspot Perniagaan Negera Cina, Kuching",Kuching China Trades Importers & Exporters Association,,Sarawak,业缘,363,Malaysia
砂拉越第一省洋服商公会,,Sarawak First Division Tailors' Association,"Floor 1, Br 207 Batu Kawah New Township, Jalan Batu Kawa, 92250 Kuching, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越石油产品代理商公会,,Sarawak Petroleum Product Agents Association,"Lot 98-99(1st Floor) Kuching Hockien Association Building, Jalan Green, 93100 Kuching, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越古晋省药商公会,,"Kuching Drug Merchants Association, Sarawak","No.63, Ban Hock 93100 Kuching, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越电器公会,,Sarawak Electrical Association,"Lot 412, (2nd Floor) Lorong 11-D, Off Jalan Ang Cheng Ho, 93100 Kuching, Sarawak. P.O.Box 16, 93700 Kuching, Sarawak.",Sarawak,业缘,364,Malaysia
农工联合公会,,Farmers & Labourers Association,"1st Floor, 45 Repok Road, Sarikei, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越大厦租户联合会,,Sarawak House United Tenants Association,"Sarawak House, 96000 Sibu, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越诗巫， 泗里街， 加帛省中医师公会,,Sarawak Sibu Sarikei Kapit Division Chinese Doctor Association,"1st Floor, Kang Eng Beng Building, Channel Road, 96000 Sibu, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越俬制造商公会,,Sarawak Furniture Manufacturer' s Association(Sibu Branch),"6F, 3rd Floor, Lorong 2, Eik Dee Road, 96000 Sibu, Sarawak.",Sarawak,业缘,364,Malaysia
民丹莪咖啡酒餐商公会,"Persatuan Pemilik Kedai Kopi Dan Restaran, Bintangor",Bintangor Coffee Shop And Restaurant Owners' Association,"P.O.Box 489, North Jalan Bintang, 96507 Bintangor, Sarawak.",Sarawak,业缘,364,Malaysia
民丹莪农民公会,,Bintangor Agricultrist Association,"No.12, Kelupu Road, 96500 Bintangor, Sarawak.",Sarawak,业缘,364,Malaysia
沐胶中华商会,,"Chinese Chamber Of Commerce, Mukah","Lot 424, Sublot 67, Floor 2, New Town Ship, 96400 Mukah, Sarawak. P.O.Box 31, 96400 Mukah, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越美里省建筑商公会,Persatuan Kontrakter Dan Kejuruteraan Awam Bahagian Miri Sarawak,Sarawak Miri Division Building & Civil Engineering Contractors' Association,"P.O.Box 1230, 98000 Miri, Sarawak.",Sarawak,业缘,364,Malaysia
砂拉越针灸学会,Persatuan Akupuntur & Maxibustion,The Acupuncture & Maxibustion Society of Sarawak,"Lot 3177, Tabuan Dusun, Jalan Kedandi, 93350 Kuching, Sarawak.",Sarawak,业缘,365,Malaysia
砂拉越中医药学会,,The Chinese Medical Institute of Sarawak,"A3- 18B, Sub Lot 18, 2nd Floor, Jalan Petanak, 93100 Kuching, Sarawak.",Sarawak,业缘,365,Malaysia
诗巫， 泗里奎， 加帛省车商公会,,"Sibu, Sarikei & Kapit Divisions Bicycle & Motor Vehicles Association","5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
诗巫， 泗里奎，加帛省金业公会,"Persatuan Tukang Mas Bhg. Sibu, Sarikei Dan Kapit Sarawak",,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
砂拉越中区车商公会,Persatuan Basikal & Kenderaan Bermotor Bahagian Tengah Sarawak,Sarawak Central Region Bicycle & Motor Vehicle Association,"1st Floor, Wisma Sibu Chinese Chamber, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
诗巫布疋洋货入口商公会,,Sibu Textiles & Foreign Good Importers Association,"1st Floor, Wisma Sibu Chinese Chamber, Chambers Road, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
诗巫船厂联合公会,,Sibu Shipyard Associaion,"1st, Floor, Wisma Sibu Chinese Chamber, Chamber Road, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
砂拉越文具书业公会,Persatuan Alatulis Dan Penjual Buku Sarawak,Sarawak Stationers And Boosellers Association,"P.O.Box 1237, 96008 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
砂拉越中国贸易进出口商总会,,Sarawak China Trade Importers & Exporters Association,"51, 2nd Floor, Mission Road, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
砂拉越中区旅馆公会,Persatuan Hotel Wilayah Tengah Sarawak,Sarawak Central Region Hostels Association,"34 Cross Road, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
砂罗越拉让区新闻从业员协会,,Institute Wartawan Rejang Sarawak,"40, Jalan Tuanku Osman, 96000 Sibu, Sarawak.",Sarawak,业缘,365,Malaysia
砂拉越渔船公会（美里分会）,Persatuan Pengankutan Ikan Bahagian Miri Sarawak,Sarawak Fishing Vessels Association( Miri Branch),"1st Floor, No.2, Jalan Bendahara, 98000 Miri, Sarawak.",Sarawak,业缘,365,Malaysia
诗巫省车辆修理同业公会,Persatuan Juru Teknik Kenderaan Sibu,Sibu Automobile Repairers Association,"5th Floor, Sibu Chinese Chamber of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫书业工具公会,,Sibu Booksellers & Stationers Association,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫推销员公会,,Sibu Salesmen' s Association,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫五金入口商公会,,Sibu Hardware Importers Association,"5th Floor, Sibu Chinese Chamber Of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫进出口批发商联合会,,"Sibu Chamber of Importers, Exporters & Wholesalers","1st Floor, Wisma Sibu Chinese Chamber, Chambers Road, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫京果商公会,,The Sibu Grocery Dealers Association,"1st Floor, Wisma Sibu Chinese Chamber, Chamber Road, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫米批发商公会,,Sibu Rice Wholesalers Association,"1st Floor, Wisma Sibu Chinese Chamber of Commerce & Industry, Chambers Road, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫禽畜业公会,Persatuan Penternak Sibu,Sibu Livestock Farmers Association,"1st Floor, Wisma Sibu Chinese Chamber, Jalan Chambers, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫建筑商公会,,Building & Civil Engineering Contractors Association Sibu Division,"No.9C, Jalan Lanang Sibu, Sarawak",Sarawak,业缘,366,Malaysia
诗巫咖啡酒餐商公会,Persatuan Pemilik Kedal Kopi Dan Pestor Sibu,Sibu Coffee Shop & Restaurant Owner' s Association,"No.69-71, Lot 34 & 35, Lorong Indah Timur 3, Jalan Teku, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫劳工公会,,Sibu Labourer' s Association,"2 1st Floor, Island Road, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
诗巫店屋租户联合会,Persatuan Penyewa Rumah Kedai Sibu,Sibu Shop-House Tenants Association,"C/O 1st Floor, Wisma Sibu Chinese Chamber of Commerce & Industry Building, Jalan Chamber, 96000 Sibu, Sarawak.",Sarawak,业缘,366,Malaysia
石山中华商会,,Chinese Chamber of Commerce Batu Niah,"Lot 103, 1st Floor, Batu Niah Bazaar, 98200 Batu Niah, Sarawak.",Sarawak,业缘,367,Malaysia
西连中华商会,Dewan Perniagaan China Serian,Serian Chinese Chamber Of  Commerce,"No.162, 2nd Floor, Serian Bazaar, 94700 Serian, Sarawak.",Sarawak,业缘,367,Malaysia
泗里街车辆修理同业公会,Persatuan Pembaik Kerata Sarikei,Sarikei Automobile Repairs Association,"1st Mile Repok Road P.O.Box 762, 96108 Sarikei, Sarawak.",Sarawak,业缘,367,Malaysia
泗里街咖啡酒餐商公会,,Sarikei Coffee & Restaurant Traders Association,"No.6, Gr, 1st, 2nd Floor, Tiang Soon Heighy, Kg. Seberang, Sarikei, Sarawak.",Sarawak,业缘,367,Malaysia
泗里街农工联合会,,Sarikei Farmers & Labourers Association,"45, Jalan Repok, 96100 Sarikei, Sarawak.",Sarawak,业缘,367,Malaysia
泗里街中华工商总会,Dewan Perniaggan Dan Perindustrian Cina Sarikei,,"Lot 217, Block 36, Market Road, Sarikei, Sarawak",Sarawak,业缘,367,Malaysia
泗里街省土木建筑商公会,Persatuan Kontraktor Pembinaan Dan Kejuruteraan Awan Bahagian Sarikei,,"35, 2nd Floor, Jalan Jubli Mutiara, 96100 Sarikei, Sarawak.",Sarawak,业缘,367,Malaysia
诗巫药商公会,Persatuan Pedagangan Ubat Cina,Sibu Drug Merchants Association,"1st Floor, Wisma Sibu Chinese Chamber. Chambers Road, 96000 Sibu, Sarawak.",Sarawak,业缘,367,Malaysia
诗巫中华工商总会,Dewan Perniagaan & Perindusstrian Cina Sibu,Sibu Chinese Chamber Of Commerce & Industry,"1st Floor, Wisma Sibu Chinese Chamber, Jalan Chambers, Sibu, Sarawak.",Sarawak,业缘,367,Malaysia
务实的中华商会,Persatuan Perniagaan Cina Sibuti Sarawak,Chinese Chamber Of Commerce Sibuti Sarawak,"P.O.Box 5, 98157, Bekenn, Sibuti, Miri, Sarawak.",Sarawak,业缘,367,Malaysia
泗里街汽车运输驾驶员公会,,Sarikei Motor Vehicle Driver' s Association,"P.O.Box 441, 96108, Sarikei, Sarawak.",Sarawak,业缘,367,Malaysia
马拉瑞县华小教师会,Persatuan Guru-Guru Sekolah Cina Meradong,,"SJK(C) Ming Tee, Jabatan Pendidikan Daerah Meradong, 96500 Bintangor, Sarawak.",Sarawak,文教,368,Malaysia
晋汉省华小教师会,Persatuan Guru-Guru Sekolah Rendah Aliran,,"Bahasa Cina, Bahagian Kuching/Samarahan",Sarawak,文教,368,Malaysia
古晋中华中学校友会,Persatuan Bekas Penuntut SM Chung Hua Kuching,Kuching Chung Hua Middle School Alumni Association,"Lot 119, No.21(Tingkat 1) Lorong 5, Jalan Datuk Abang Abdul Rahim, 93450 Kuching, Sarawak.",Sarawak,文教,368,Malaysia
古晋中华第一中学校友会,Persatuan Alumni SM Chung Hua No. 1 Kuching,The Chung Hua Middle School No. 1 Alumni Association  Kuching,"Chung Hua Middle School No. 1 Jalan Pending, 93450 Kuching, Sarawak.",Sarawak,文教,368,Malaysia
第三六七省师训毕业同学会,,"3rd, 6th & 7th Division Sarawak Ateachers Training College Alumni Association","No. 12, Nibong Rd, 96000 Sibu, Sarawak.",Sarawak,文教,368,Malaysia
大马书艺协会诗巫联委会,Persatuan Seni Tulis Malaysia ,The Calligraphy Society of Malaysia,"No. 36, Lane 2, Rejang Park, 96000 Sibu, Sarawak.",Sarawak,文教,368,Malaysia
第三省华文独中校友联合会,Persatuan Bekas Penuntut Sek Men Cina Swasta Brsekutu Bahagian Ketiga Sarawak,The United Private Chinese Secondar School Old Students Association,"No. 52B, 6th Floor, Jalan Brooke Drive, P.O.Box 1302, 96008 Sibu, Sarawak.",Sarawak,文教,368,Malaysia
美里美中校友会,Persatuan Bekas Pelajar SMK(Chung Hua),Miri Chung Hua Middle School Alumni Association ,"Jalan Dato Temenggang Ojong Lawdi, Jalan Brighten, Miri, Sarawak. P.O.Box 116, 98007 Miri, Sarawak.",Sarawak,文教,368,Malaysia
美里省华小董联会,Persatuan Lembaga Pengurusan SRB Cina  ,,Bersatu Bahagian Miri,Sarawak,文教,368,Malaysia
美里省华校教师公会,Persatuan Guru-Guru Sekolah Cina Miri Sarawak,,"SJK(C) Chung Hua Miri, Peti Surat 69, 98007 Miri, Sarawak.",Sarawak,文教,368,Malaysia
民丹莪开中中学校友会,Persatuan Bekas Pelajar SMB Kai Chung Bintangor,Bintangor Kai Chung Sec. School Ex-Student Association,"P.O.Box 329, 96508 Bintangor, Sarawak.",Sarawak,文教,368,Malaysia
砂劳越华小董联会,,The Sarawak United Association Of Chinese Primary Aided School Boards Of Management,"C/O Chung Hua Primary School No.5, Jalan Chawan, 93300 Kuching, Sarawak.",Sarawak,文教,369,Malaysia
砂劳越华小教师会联合会,Gabungan Persatuan Guru-Guru Sekolah Rendah Aliran Bahasa Ciana Sarawak.,,"No.8, Jalan Central, 96000 Sibu, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越留台同学会,Persatuan Graduan Taiwan Sarawak,Sarawak Taiwan Graduate' s Association,"No.21, Jalan Lotus, 96000 Sibu, Sarawak.",Sarawak,文教,369,Malaysia
南大校友会诗巫分会,,Na Yong University Alumni Society,"No. 12, Lane 1, Brooke Drive, 96000 Sibu, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越留华同学会,Persatuan Graduan China Sarawak,China Graduates Association Of Sarawak,"48, Jalan Sie Poi Kieng, P.O.Box 1433, 96008 Sibu, Sarawak.",Sarawak,文教,369,Malaysia
民丹莪舞蹈协会,Persatuan Tarian Bintangor,,"15, (1st Floor), Lorong 15, Lorong Maju, Teo Kui Ngo Road, 96500 Bintangor, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越留台同学会诗巫省分会,Persatuan Pelajar Taiwan Bhg.3  Sarawak,,"2, Lotus Rd 96000 Sibu, Sarawak. P.O.Box 582, 96007 Sibu, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越留台同学会古晋省分会,Persatuan  Graduan Taiwan Sarawak( Cawangan Bhg Kuching),Sarawak Taiwan Gradiates Asso. Kuching Division Branch,"Lot 125, Section 63, No. 33, Jln Datuk Abang Abdul Rahim, 93450 Kuching, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越华文独中董联会,,The Sarawak United Association Of Private Chinese Secondary School Management Board,"P.O.Box 608, 93712 Kuching, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越留台同学会美里分会,,Sarawak Taiwan Graduates Association Miri Division Branch,"P.O.Box 690, 98008 Miri, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越留台同学会泗里街分会,Persatuan Graduan Taiwan Sarawak,Sarawak Taiwan Greductes Association Miri Division Branch,"P.O.Box 275, 96107, Sarikei, Sarawak.",Sarawak,文教,369,Malaysia
砂拉越美里华校教师公会,Persatuan Guru-Guru Sekolah Cina Bahagian Miri,,"P.O.Box 240, 98007 Miri, Sarawak.",Sarawak,文教,369,Malaysia
诗巫华人教师公会,"Persatuan Guru-Guru Cina, Sibu",Sibu Chinese Teachers Association,"SJK(C) Tiong Hin, Peti Surat 974, 96008 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
诗巫公教中学校友会,,"Catholic High School Old Students Association, Sibu","Catholic High School, P.O.Box 383, 96007 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
砂罗越美里省津贴华文小学董事会联合会,,The United Association Of Chinese Primary Aidah,School Board of Management， Miri Division,Sarawak,文教,370,Malaysia
实文然中华校友会,Persatuan Murid-Murid Tua Chung Hua,Chung Hua Old Boy' s Association,"No.1, Pasar Baru, 94800 Simunjan, Sarawak.",Sarawak,文教,370,Malaysia
泗里街华人教师会,"Persatuan Guru-Guru Cina, Sarikei",Sarikei Chinese Teacher' s Association,"135, Jalan  Meranti 96100 Sarikei, Sarawak.",Sarawak,文教,370,Malaysia
诗巫盆栽园艺协会,Persatuan Bonsai & Horticulture Sibu,Sibu Bonsai & Horticulture Association,"No.49-B Jalan Lanang, Peti Surat 1225, 96008 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
诗巫黄乃裳中学校友会,,Wong Nai Siong Secondary School Old Students Association Sibu,"Wong Nai Sion Sec. School, P.O.Box 933, 96008 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
砂拉越诗巫省华文独立中学董事联合会,"Persatuan Lembaga-Lembaga Bersatu Pengurusan Sekolah Menengah Swasta Cina Bahagian Sibu, Sarawak","The United Association Of Private Chinese Secondary School Boards Of Management, Sibu Division Sarawak","52G, 6th Floor, Brooke Drive, 96000 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
诗巫， 泗里奎， 加帛省幼稚园教师会,"Persatuan Guru Tadika Bahagian Sibu, Sarikei Dan Kapit",Kindergarten Teacher' s Association Of the Sibu Sarikei And Kapit Division ,"29B, Jalan Kapor 96000 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
诗巫光民中学校友会,,Guong Ming Middle School Old Students Association,"6, Jalan Tuanku Osman, 96000 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
诗巫省华文独中董联会,,"The United Association Of  Private Chinese Secondary School Boards Of Management, Sibu Division","P.O.Box 1320, 96008 Sibu, Sarawak",Sarawak,文教,370,Malaysia
诗巫与加帛省津贴华文小学董事联合会,Persatuan Lembaga-Lembaga Pengurusan Sekolah-Sekolah Rendan Bantuan Cina Bahagian Sibu & Kapit Sarawak,"The United Association Of Chinese Primary Aided School Boards Of Management, Sibu & Kapit Division","52H, Brooke Drive, 96000 Sibu, Sarawak.",Sarawak,文教,370,Malaysia
芦平境庙,,Manegement Committee Of Lu Ping Kim Temple,"6 1/2 mile, Repok Road, Sarikei, Sarawak.",Sarawak,宗教,371,Malaysia
凤凰山二霸王公庙,Rumah Berhala Fong Hwang San Ur Par Wang Kong Sibu,Fong Hwang San Ur Par Wang Kong Temple,"21/2 Miles. Deshon Rd, (7D Lane 4 Deshon Rd)",Sarawak,宗教,371,Malaysia
凤山亭清明会,Persatuan Ching Ming Julau,Julau Ching Ming Association,"Chop Hock Hup Hin No.5, Julau Bazaan 6th Division, Sarawak.",Sarawak,宗教,371,Malaysia
泗里街省津贴华文小学董事联合会,Persatuan Lembaga Bersatu Pengurusan Sekolah Rendah,Cina Bantuan Bahagian Sarikei Sarawak,"No. 9-10, Jakar Bazaar, Sarikei Sarawak.",Sarawak,文教,371,Malaysia
美里德教会紫星阁,,Che Sing Khor Moral Uplifting Society,"Lot 906, Jee Foh Road, Krokop, 98000 Miri, Sarawak.",Sarawak,宗教,371,Malaysia
美里佛教正信会,,Miri Orthodor Buddist Association,"Lot 2299, Bulatan Commercial Centre, Piasar, 98000 Miri, Sarawak.",Sarawak,宗教,371,Malaysia
林梦佛教会,,Limbang Buddist Association,"1452, Jalan Buangsiol, 98700 Limbang, Sarawak.",Sarawak,宗教,371,Malaysia
美里德教会紫理阁,,Miri Che Lee Khor Moral Uplifting Society,"No.3, Merbau Estate Shophouse 98000 Miri, Sarawak. P.O.Box 2334, 98008 Miri, Sarawak",Sarawak,宗教,371,Malaysia
林梦德教会紫全阁 ,Pertubuhan Membing Akhlak Che Chuang Khor,Che Chuang Khor Moral Uplifting Society,"3rd Floor, No.25, Main Bazaar, Limbang, Sarawak.",Sarawak,宗教,371,Malaysia
老越德教会紫悟阁,,Che Wu Khor Moral Uplifting Society Lawas,"2nd Floor, Block 6, Lot 1637, Jalan SESCO, 98850 Lawas, Sarawak.",Sarawak,宗教,371,Malaysia
泗里街民立中学校友会,"Persatuan Murid-Murid Tua Sekolah Tinggi Ming Lik, Sarikei",Ming Lik High School Oil Students Association Sarikei,"P.O.Box 456, 96107, Sarikei, Sarawak.",Sarawak,文教,371,Malaysia
民丹莪民安亭大伯公庙,,Ming Ang Temple,"Batu 2 1/2 K.J.D.Road, Bintangor, Sarawak. P.O.Box 90, 96507 Bintangor, Sarawak.",Sarawak,宗教,372,Malaysia
妙法甲辰宫,Persatuan Miew Huat Kat Seng Keng,Miew Huat Kat Seng Keng Association,"13, Jalan Peace, 93450 Kuching, Sarawak. P.O.Box 619, 93712nKuching, Sarawak.",Sarawak,宗教,372,Malaysia
民丹莪孔孟圣道院,Persatuan Ajaran Confucius Bintangor,,"1, 2nd Floor, Jalan Bintang Utara, Bintangor, Sarawak.",Sarawak,宗教,372,Malaysia
美里金刚（卡玛迦加）佛教会,,The Karma Kagaja Dharma Society,"Lot 150, Sublot 216, 2nd Floor, Lucky Building, Airport Road, 98000 Miri, Sarawak.",Sarawak,宗教,372,Malaysia
美里紫阳学会,Institut Pengajian Falsafah Tzyy Yang Miri,Miri Tzyy Yang Philosophy Studies Institute,"3rd Floor, Lot 1182, Block 9, MCLD, Miri Waterfront   Commercial Centre, Jalan Permaisuri, 98000 Miri, Sarawak.",Sarawak,宗教,372,Malaysia
民都鲁佛教会,Persatuan Penganut Buddha Bintulu,Bintulu Buddhist Association,"Lot 1016, Block 31, Kemena Commercial Centre, Jalan Tg. Batu, 97000 Bintulu, Sarawak.",Sarawak,宗教,372,Malaysia
美里天尊殿,,Thian Chun Tien Buddist Association Miri,"P.O.Box 446, 98007 Miri, Sarawak.",Sarawak,宗教,372,Malaysia
民丹莪慈铨佛学研修会,Persatuan Ugama Buddha Tze Chuan Bintangor,Tze Chuan Buddhist Binatang Association,"P.O.Box 175, 96507, Bintangor, Sarawak.",Sarawak,宗教,372,Malaysia
民都鲁德教会紫因阁,"Pertubuhan Membing Akhlak Che Ein Khor, Bintuly",,"No.58m, 2nd Floor, Medan Jaya Commercial Centre, P.O.Box 383, 97000 Bintulu, Sarawak.",Sarawak,宗教,372,Malaysia
民都鲁佛教静修会,Persatuan Penganut Agama Buddha Meditasi Bintulu,Bintulu Buddha Meditation Organisation,"No.116, 1st Floor, Lot 981, Kemena Commercial Centre,  Jalan Tg Batu, P.O.Box 2533, 97012 Bintulu, Sarawak.",Sarawak,宗教,372,Malaysia
砂拉越德教会紫霞阁,Pertubuhan Meninggikan Akhlak Che Hia Khor Sarawak,Che Hia Khor Moral Uplifting Society Sarawak,"No.30, Jalan Ellis, 93000 Kuching, Sarawak. P.O.Box 675, 93714 Kuching, Sarawak.",Sarawak,宗教,372,Malaysia
砂拉越泗里街孔孟圣道院,Persatuan Ajaran Confucius Sarikei Sarawak,,,Sarawak,宗教,372,Malaysia
巴南象棋公会,,Baram Chinese Chess Association,"29, Queensquare, Foochow Association, 98050 Marudi, Baram, Darawak.",Sarawak,体育联谊,373,Malaysia
新光湾水月宫理事会,J/K Pengurusan Tokong Swee Guk Kung,The Management Com. Of The Siniawan Swee Guk Kong Temple,"No. 93/94, Taman Siniawan, 94000 Bau, Kuching, Sarawak.",Sarawak,宗教,373,Malaysia
胜兴境庙,,Sing Hing King Association,"Lot 13, Sarikei Land District(Block 59), Sg. Murudu, Sarikei, Sarawak. P.O.Box 52, 96100 Sarikei, Sarawak.",Sarawak,宗教,373,Malaysia
泗里街观音堂,,Kwang Ing Tong Association,"2 1/2 Miles Jalan Repok, Sarikei, Sarawak.",Sarawak,宗教,373,Malaysia
